id;title;release_date;genre;description;budget;gross_earnings;world_wide_earnings
646;A Perfect World;12/24/1993;Crime, Drama, Thriller;"Kidnapped boy Phillip Perry (T.J. Lowther) strikes up a friendship with his captor Butch Haynes (Kevin Costner): an escaped convict on the run from the law, while the search is headed up by honorable Texas Ranger ""Red"" Garrett (Clint Eastwood).";30000000.0;31130999.0;135130999.0
647;Philadelphia;3/4/1994;Drama;When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.;26000000.0;77446440.0;206678440.0
648;Philadelphia Experiment II;6/4/1994;Action, Adventure, Sci-Fi;David Herdeg\'s participation in a failed 1943 experiment in radar invisibility has propelled him 40 years into the future. An aberration in his genetic makeup enabled him to pass through ...;5000000.0;2970.0;2970.0
649;The Piano;11/12/1993;Drama, Music, Romance;A mute woman is sent to 1850s New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation.;7000000.0;40157856.0;40168956.0
650;Poetic Justice;7/23/1993;Drama, Romance;In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.;14000000.0;27515786.0;27515786.0
651;Posse;5/14/1993;Western;In 1898 Cuba, five Buffalo Soldiers find a gold cache, desert and return to America where they help defend a black town from the KKK, all the while trying to avoid capture by lawmen and military authorities alike.;10000000.0;18289763.0;18289763.0
652;The Princess and the Goblin;12/16/1997;Animation, Adventure, Comedy;The story is about the adventurous Princess Irene. The princess is off playing in the woods when she is attacked by goblins pets. She is saved by a mining young warrior boy named Curty. ...;10000000.0;2105078.0;2105078.0
653;The Program;9/24/1993;Action, Drama, Romance;Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.;15000000.0;23032565.0;23032565.0
654;The Remains of the Day;11/12/1993;Drama, Romance;A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.;15000000.0;23237911.0;23237911.0
655;Return of the Living Dead III;2/25/1994;Horror;Having recently witnessed the horrific results of a top secret project to bring the dead back to life, a distraught youth performs the operation on his girlfriend after she\'s killed in a motorcycle accident.;2000000.0;54207.0;54207.0
656;Rising Sun;10/15/1993;Action, Crime, Drama;When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company\'s executives and the investigating cop Tom Graham.;35000000.0;63179523.0;107198790.0
657;Robin Hood: Men in Tights;12/17/1993;Adventure, Comedy, Musical;A spoof of Robin Hood in general, and;20000000.0;35739755.0;35739755.0
658;RoboCop 3;6/24/1994;Action, Crime, Sci-Fi;"Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.";22000000.0;10696210.0;10696210.0
659;Romeo Is Bleeding;7/15/1994;Crime, Drama, Romance;A womanizing, crooked cop on the payroll of the mafia is confronted with the reality of his double life after he is asked to kill a beautiful and ruthless Russian gangster.;11500000.0;3275585.0;3275585.0
660;Rookie of the Year;5/27/1994;Comedy, Family, Fantasy;When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs.;10000000.0;53615089.0;56500758.0
661;Ruby Cairo;12/12/1992;Mystery, Thriller;After her businessman husband dies suspiciously in a Mexican plane crash, his widow begins to investigate his labyrinthine financial dealings, not all of which are legal.;24000000.0;608866.0;608866.0
662;Ruby in Paradise;11/5/1993;Drama, Romance;A young woman struggles for independence and identity in a small Florida tourist town.;800000.0;1001437.0;1001437.0
663;Sankofa;5/28/1993;Drama;A self-absorbed Black American fashion model on a photo shoot in Africa is spiritually transported back to a plantation in the West Indies where she experiences first-hand the physical and ...;1000000.0;2198984.0;2198984.0
664;Schindler's List;3/4/1994;Biography, Drama, History;In German-occupied Poland during World War II, industrialist;22000000.0;96898818.0;322243445.0
665;Searching for Bobby Fischer;8/11/1993;Biography, Drama;A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.;12000000.0;7266383.0;7266383.0
666;The Secret Garden;12/27/1993;Drama, Family, Fantasy;A young, recently-orphaned girl is sent to England after living in India all her life. Once there, she begins to explore her new, seemingly-isolated surroundings -- and its secrets.;18000000.0;31181347.0;31181347.0
667;Sister Act 2: Back in the Habit;2/11/1994;Comedy, Family, Music;Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.;38000000.0;57319029.0;57319029.0
668;Siu nin Wong Fei Hung chi: Tit ma lau;9/3/1993;Action, Crime, Drama;A martial artist/doctor steals from the corrupt authorities as a masked thief to give to the poor while another martial artist/doctor is forced to hunt him down. But a major threat unites them as a powerful and traitorous shaolin monk takes over the authorities.;11000000.0;14694904.0;14694904.0
669;Six Degrees of Separation;12/8/1993;Comedy, Drama, Mystery;An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.;12000000.0;6405918.0;6405918.0
670;Sleepless in Seattle;9/24/1993;Comedy, Drama, Romance;A recently widowed man\'s son calls a radio talk-show in an attempt to find his father a partner.;21000000.0;126808165.0;227927165.0
671;Sliver;5/21/1993;Drama, Thriller;A woman moves into an exclusive New York City apartment building, which she soon discovers houses tenants with all manner of shocking secrets.;40000000.0;36300000.0;116300000.0
672;So I Married an Axe Murderer;11/19/1993;Comedy, Romance;A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.;20000000.0;11585483.0;11585483.0
673;Son of the Pink Panther;8/27/1993;Comedy, Crime;Charles Dreyfus encounters Jacques Gambrelli, who reminds him painfully of Inspector Clouseau, the man who drove him insane. With good reason: Gambrelli is Clouseau\'s son.;25000000.0;2438031.0;2438031.0
675;Striking Distance;5/13/1994;Action, Crime, Mystery;Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.;30000000.0;24107867.0;24107867.0
676;Super Mario Bros.;7/9/1993;Adventure, Comedy, Family;Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.;48000000.0;20915465.0;20915465.0
677;Teenage Mutant Ninja Turtles III;8/27/1993;Action, Adventure, Comedy;The turtles find themselves transported back in time to ancient Japan.;21000000.0;42273609.0;42273609.0
678;The Temp;2/12/1993;Drama, Thriller;Nice guy junior exec Peter doesn\'t play dirty but unfortunately, some of his colleagues do. In comes Kris, his new temp, who is bright and efficient and saves him. She\'s willing to play dirty for Peter.;15000000.0;6419876.0;6419876.0
679;There Goes My Baby;9/2/1994;Comedy, Drama;Graduates of a Los Angeles high school in 1965 see America\'s culture and politics gradually change.;10500000.0;123509.0;123509.0
680;The Thing Called Love;8/27/1993;Comedy, Drama, Music;A group of newcomers to the country music business seek love and stardom.;14000000.0;1029721.0;1029721.0
681;The Three Musketeers;4/1/1994;Action, Adventure, Comedy;France, 1625: Young d\'Artagnan heads to Paris to join the Musketeers but the evil cardinal\'s disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country.;30000000.0;53898845.0;53898845.0
682;Three of Hearts;4/30/1993;Comedy, Romance;A lesbian hires a male escort to her sister\'s wedding. She thinks of a scheme to get her ex-girlfriend back: he dates and dumps the ex.;11000000.0;5516936.0;5516936.0
683;Tombstone;2/4/1994;Action, Biography, Drama;A successful lawman\'s plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.;25000000.0;56505065.0;56505065.0
684;True Romance;11/5/1993;Crime, Drama, Romance;In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.;13000000.0;12281551.0;12281551.0
685;Untamed Heart;6/11/1993;Comedy, Drama, Romance;"A waitress hardly notices a shy busboy who secretly loves her; until one night she\'s attacked and he comes to her rescue. From there a relationship sparks but one secret could mean disaster for these fated lovers.";7500000.0;18898806.0;18898806.0
687;Warlock: The Armageddon;9/24/1993;Action, Fantasy, Horror;An order of Druids train their children to battle an evil Warlock determined to unleash Satan upon the world by bringing a collection of five mystic rune stones together.;3000000.0;3902679.0;3902679.0
688;Wayne's World 2;2/4/1994;Comedy, Music;The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.;40000000.0;48197805.0;48197805.0
689;Weekend at Bernie's II;7/9/1993;Adventure, Comedy, Fantasy;Larry and Richard use a voodoo-revived corpse to track down hidden money to clear their names.;7000000.0;12741891.0;12741891.0
690;What's Eating Gilbert Grape;6/3/1994;Drama;After his father\'s death, Gilbert has to care for his mentally-disabled brother, Arnie, and his morbidly obese mother. This situation is suddenly challenged though, when love unexpectedly walks into his life.;11000000.0;10032765.0;10032765.0
691;What's Love Got to Do with It;11/12/1993;Biography, Drama, Music;The story of singer;15000000.0;39100956.0;39100956.0
692;3 Ninjas Kick Back;5/6/1994;Family, Comedy, Action;During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they ...;20000000.0;11798854.0;11798854.0
693;8 Seconds;2/25/1994;Biography, Drama, Sport;This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.;7000000.0;19623396.0;19623396.0
694;Above the Rim;3/23/1994;Crime, Drama, Sport;Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.;3500000.0;16192320.0;16192320.0
695;Ace Ventura: Pet Detective;4/29/1994;Comedy;A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.;15000000.0;72217396.0;107217396.0
696;The Air Up There;1/7/1994;Comedy, Family, Sport;Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball ...;17080000.0;21011318.0;21011318.0
697;Amateur;10/19/1994;Comedy, Crime, Drama;Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember...;2300000.0;757088.0;757088.0
698;Angels in the Outfield;7/15/1994;Comedy, Family, Fantasy;When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.;24000000.0;50236831.0;50236831.0
699;Baby's Day Out;8/12/1994;Adventure, Comedy, Crime;After three kidnappers lose the baby they have kidnapped, both the cops and kidnappers go looking for the baby.;48000000.0;16827402.0;16827402.0
700;Bad Girls;7/1/1994;Action, Adventure, Romance;Four prostitutes join together to travel the Old West.;25000000.0;15240435.0;15240435.0
701;Barcelona;7/29/1994;Comedy, Drama, Romance;Ted, a stuffy white guy from Illinois working in sales for the Barcelona office of a US corporation, is paid an unexpected visit by his somewhat less stuffy cousin Fred, who is an officer ...;3200000.0;7266973.0;7266973.0
702;Beverly Hills Cop III;6/24/1994;Action, Comedy, Crime;Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.;50000000.0;42614912.0;119208989.0
703;Blankman;8/19/1994;Comedy, Action, Crime;A simpleton inventor becomes a superhero with a bulletproof costume and a low budget.;30000000.0;7941977.0;7941977.0
704;Blink;9/9/1994;Crime, Drama, Mystery;Emma, a blind violinist who had recently undergone a revolutionary surgery, joins with a police detective to track a serial killer after she was an inadvertent witness to his latest crime.;11000000.0;16696219.0;16696219.0
705;Blown Away;9/2/1994;Action, Crime, Drama;An Irish bomber escapes from prison and targets a member of the Boston bomb squad.;28000000.0;30156002.0;30156002.0
706;Blue Sky;9/16/1994;Drama, Romance;Jessica Lange stars in a period drama about a family moving to a military base, and she quickly becomes part of a cover-up involving nuclear bomb tests.;16000000.0;3359465.0;3359465.0
707;Bullets Over Broadway;5/5/1995;Comedy, Crime;In New York in 1928, a struggling playwright is forced to cast a mobster\'s talentless girlfriend in his latest drama in order to get it produced.;20000000.0;13383747.0;13383747.0
708;Canadian Bacon;9/22/1995;Comedy;The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.;11000000.0;163971.0;163971.0
709;Car 54, Where Are You?;1/28/1994;Comedy;Brash NYC policeman Officer Gunther Toody is partnered with stiff, by-the-book Officer Francis Muldoon to protect an important mafia witness prior to testifying against orgainzed crime in ...;10700000.0;1238080.0;1238080.0
